first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id
Priya,Smith,,0671037469,221 Church Lane,Leeds,TS1 7XX,73626420080,orthopaedics,R0004794
J.,Taylor,,0246075009,47 Church Ln,Newcastle,TS15 2XX,7432 492 5078,cardiology,R0003334
S.,Roberts,,1203710506,298 Park Avenue,Durham,TS3 5XX,3112 740 2108,ortho surgery,R0004861
Fatima,Patel,,0630695383,18 Park Avenue,York,TS22 5XX,44240303302,paediatrics,R0001751
J.,Smith, MD,4611632823,32 Park Avenue,Middlesbrough,TS14 6XX,0197 343 9720,pediatrics,R0005666
Amara,Khan,,6616258923,180 High Street,Newcastle,TS10 7XX,(9464) 5281698,ortho surgery,R0001772
Oamr,Smith,,8159193782,63 Station Road,Newcastle,TS3 1XX,36854819329,gp,R0001196
Grace,Taylor,,,187 Park Avenue,Durham,TS3 1XX,(6088) 5749026,general practice,R0001878
Sarah,Williams,,6097652568,20 Park Avenue,Newcastle,TS14 4XX,76345631831,general practice,R0002668
A.,Evans,,7857889184,251 Church Lane,Newcastle,TS1 2XX,12277026998,paediatrics,R0007488
Priya,Khan,,0160652011,244 Church Lane,Newcastle,TS13 6XX,30248296366,gp,R0002016
Rajesh,Sharma,,7613613845,161 Park Avenue,Leeds,TS24 1XX,45270667215,ortho surgery,R0002005
Aisha,Ahmed,,2119532590,152 Park Ave,Middlesbrough,TS12 7XX,7483 328 9366,orthopedics,R0006088
Omar,Ahmed,,7196985265,272 Church Lane,Durham,TS26 2XX,57330359528,general practice,R0001482
Elena,Wilson,,0539458756,18 Church Lane,Durham,TS9 3XX,84513653053,ortho surgery,R0003237
Aisha,Brown,,3564892739,6 Station Road,Leeds,TS21 7XX,15365996681,ortho surgery,R0000328
Omar,Sharma,,3122232637,131 Park Avenue,Durham,TS17 8XX,29218805525,cardiovascular medicine,R0000648
Rajesh,Nguyen,,,290 church ln,Leeds,TS18 1XX,83414305230,orthopaedics,R0003599
Elena,Wilson, Dr,7853941892,84 Station Rd,Leeds,TS10 2XX,(0121) 1928547,cardiovascular medicine,R0002945
Amara,Williams,,1307445595,284 Station Rd,Newcastle,TS24 5XX,12018614261,paediatrics,R0003889
Mohammed,Wilson,,3996506327,148 High Street,Leeds,TS23 8XX,55904249595,gp,R0001123
John,Williams,,7619064676,156 Park Ave,Newcastle,TS21 7XX,42265029771,cardiology,R0000396
Lucy,Sharam,,5968514714,124 Church Ln,Newcastle,TS29 5XX,(2251) 6919043,general practice,R0002788
Priya,Khan,,1775005875,224 church ln,Durham,TS7 1XX,31284472755,cardiovascular medicine,R0004398
Mohammed,Smith,,1364767905,189 Station Road,Durham,TS24 6XX,79581292093,paediatrics,R0003921
Jonh,Khan,,,186 Church Ln,York,TS6 8XX,68362529545,general practice,R0004316
John,Ahmed,,2388456910,287 High Street,York,TS11 1XX,46462944592,family medicine,R0005255
Rajesh,Khan,,0834734571,128 Victoria Road,Newcastle,TS18 7XX,69049381069,cardiology,R0006286
Omar,Smith, Jr,7387911938,117 park ave,York,TS2 1XX,7002 967 6524,general practice,R0001259
Grace,Nguyen,,5873357770,172 Church Lane,Middlesbrough,TS2 6XX,99831348329,gp,R0004454
Omar,Roberts,,5769313271,111 Station Road,Middlesbrough,TS12 6XX,28708417612,orthopaedics,R0006511
Chen,Thomas,,6621806405,146 High Street,Newcastle,TS8 2XX,63335771459,family medicine,R0005137
James,Brown,,4606706146,16 Victoria Road,York,TS13 7XX,22410316544,cardiology,R0001519
Amara,Ahmed,,0840179724,89 Station Road,Middlesbrough,TS26 1XX,41433533256,ortho surgery,R0005850
Aisha,Davies,,6159027029,159 High Street,York,TS10 4XX,2270 128 3056,cardiovascular medicine,R0001378
Omar,Nguyen,,1137175563,152 Station Road,Leeds,TS2 6XX,63918807126,cardiology,R0005476
Mohammed,Davies,,2020871525,279 Victoria Road,Newcastle,TS25 2XX,11166802764,pediatrics,R0001023
David,Thomas,,4510311021,104 High Street,Leeds,TS8 8XX,66604694271,gp,R0002587
Elena,Brown,,0786588469,212 Station Road,Durham,TS11 1XX,45715668742,gp,R0002918
Aisha,Evans, MD,5777335965,287 Victoria Rd,Leeds,TS23 6XX,25569245004,gp,R0005229
Mohammed,Jones,,4703468667,132 Park Avenue,York,TS20 4XX,82607152066,ortho surgery,R0005339
Priya,Jones,,0655548230,6 Church Lane,Leeds,TS6 5XX,97139288097,pediatrics,R0003787
Priya,Smith,,8150927676,60 Church Lane,Durham,TS24 4XX,99791569180,cardiology,R0000912
Amara,Patel,,9472511639,55 Victoria Road,Middlesbrough,TS20 7XX,28730435238,cardiovascular medicine,R0002857
John,Williams, MD,7522358296,70 Church Ln,Leeds,TS12 7XX,95052751299,cardiology,R0005101
David,Ahmed,,7238363053,59 Station Road,Newcastle,TS23 3XX,57005994749,paediatrics,R0001675
Rajesh,Patel,,6533597421,290 High Street,Middlesbrough,TS24 5XX,09160559645,family medicine,R0001746
David,Davies,,2149859773,105 Church Lane,Newcastle,TS27 6XX,01456278271,cardiology,R0003026
Mohammed,Williams, MD,1705685578,229 high st,Middlesbrough,TS28 1XX,30360574161,gp,R0000532
Sarah,Davies,,7713495632,142 Park Avenue,Newcastle,TS2 5XX,71645580238,paediatrics,R0001736
Fatima,Evans,,2299805709,211 Park Avenue,Leeds,TS15 8XX,88979906341,ortho surgery,R0001629
Grace,Jonse, Jr,4587119681,213 Church Lane,Middlesbrough,TS14 3XX,32115237486,general practice,R0004953
Priya,Khan,,3818072942,47 Station Road,Newcastle,TS12 3XX,75640005578,pediatrics,R0000430
Priya,Patel,,6916015654,207 Station Road,Durham,TS10 6XX,35938055925,pediatrics,R0003523
Lucy,Brown,,5451855844,203 Church Lane,Newcastle,TS8 2XX,17078616401,paediatrics,R0001808
Elena,Evans,,8822917021,19 Church Lane,Middlesbrough,TS18 4XX,67553691076,cardiovascular medicine,R0004775
Amara,Thomas,,1248349905,215 Park Avenue,Durham,TS29 8XX,29403296303,pediatrics,R0003607
A.,Taylor,,2527337825,36 station road,Middlesbrough,TS8 1XX,7454 241 0105,orthopaedics,R0003796
James,Nguyen,,6953959265,281 Church Lane,Newcastle,TS16 7XX,41763024473,orthopedics,R0004689
Omar,Thomas,,2793296049,194 High Street,Newcastle,TS18 5XX,07036946884,gp,R0006465
Lucy,Davies,,5422700376,186 Church Lane,York,TS4 3XX,07722384746,cardiovascular medicine,R0000234
Sarah,Ahmed, Dr,9215402668,106 Park Ave,Leeds,TS28 4XX,4149 297 2983,cardiology,R0007043
Priya,Ali,,9558910338,105 Church Lane,Newcastle,TS20 6XX,95722590528,orthopaedics,R0002222
James,Smith,,0998012764,66 Park Avenue,Newcastle,TS3 3XX,5340 218 7992,general practice,R0006623
Sarah,Ahmed,,4247661065,122 Park Avenue,Leeds,TS4 3XX,69543013653,cardiovascular medicine,R0004307
Priya,Taylor,,2485146812,240 Station Road,Middlesbrough,TS12 6XX,67349644283,paediatrics,R0007347
Fatima,Ali,,2468669887,128 Station Road,Middlesbrough,TS23 7XX,61976406300,cardiology,R0004630
Chen,Wilson,,9743344182,84 High Street,Middlesbrough,TS5 6XX,20547191033,gp,R0006698
John,Patel,,1099243552,85 Park Avenue,Middlesbrough,TS19 7XX,07798001576,cardiology,R0001948
Amara,Thomas,,1146309845,65 Station Road,York,TS23 3XX,73224963123,cardiology,R0005738
Lucy,Sharma,,2897078091,22 Church Lane,Durham,TS10 6XX,34092921327,paediatrics,R0006901
Grace,Ahmed,,0041575672,281 Church Lane,Durham,TS17 2XX,35134746882,pediatrics,R0006999
S.,Sharma, MD,0338216797,272 Station Road,Durham,TS27 7XX,(5213) 5947747,pediatrics,R0004634
James,Williams,,2053379664,267 Church Lane,York,TS8 5XX,33808137987,pediatrics,R0003492
John,Thomas,,9731620847,207 High Street,Newcastle,TS21 8XX,50357716902,gp,R0006872
Priya,Williams,,2686477057,224 Park Avenue,Leeds,TS5 3XX,39680715386,pediatrics,R0001995
Fatima,Smith,,1424773018,15 High Street,Leeds,TS29 3XX,08786570154,cardiovascular medicine,R0003639
Wei,Taylor,,2737032624,72 Station Road,Durham,TS11 6XX,07611392442,pediatrics,R0002671
Omar,Jones, Jr,,164 Church Ln,Newcastle,TS15 4XX,(3196) 1289508,paediatrics,R0006247
Chen,Ahmed,,6934614532,121 Church Lane,Newcastle,TS13 7XX,61955602763,cardiology,R0002224
Amara,Ahmed,,6306565590,117 High Street,Newcastle,TS26 4XX,54947336301,paediatrics,R0001106
Rajesh,Roberts, Jr,6083131229,187 station rd,York,TS5 1XX,8392 607 8576,cardiology,R0006185
Mohammed,Ahmed,,7527628862,70 Station Road,York,TS6 3XX,11714408966,general practice,R0000818
Priya,Robrets,,6177153280,159 church lane,Leeds,TS10 4XX,53571453586,family medicine,R0003973
Wei,Patel,,8855795257,6 Park Avenue,York,TS5 1XX,63914508392,family medicine,R0007225
Priya,Jones,,4689850191,150 High Street,Newcastle,TS16 4XX,46965232770,pediatrics,R0006443
Priya,Williams,,6470662648,218 Park Avenue,Durham,TS16 6XX,14308630968,cardiology,R0005451
L.,Khan, Dr,2293389087,141 Victoria Rd,Middlesbrough,TS2 3XX,84723847619,cardiovascular medicine,R0001697
David,Khan, Dr,2379883259,78 Station Rd,Durham,TS8 3XX,5786 686 1050,gp,R0004058
John,Brown,,8364597447,12 Station Road,Middlesbrough,TS14 1XX,14772417278,paediatrics,R0000136
Mohammed,Wilson, MD,0745124073,296 Park Ave,Middlesbrough,TS1 8XX,(2965) 6539076,cardiovascular medicine,R0004103
David,Jones,,3429880473,247 high street,Durham,TS24 5XX,1819 063 5872,orthopaedics,R0001642
Sarah,Ahemd,,,207 Victoria Road,Middlesbrough,TS21 8XX,89802920306,pediatrics,R0005776
Jhon,Ahmed,,9847286387,145 high street,Newcastle,TS9 1XX,(3405) 4545186,paediatrics,R0005018
David,Nguyen,,3741384764,232 Station Road,Durham,TS20 3XX,03072329897,orthopedics,R0003722
Rajesh,Davies, MD,,295 Church Ln,Newcastle,TS23 2XX,(8869) 5910445,pediatrics,R0006657
Aisha,Wilson,,3006621066,246 Station Road,Durham,TS25 5XX,20753089426,cardiovascular medicine,R0001180
James,Williams,,8429683249,268 Church Lane,Newcastle,TS28 8XX,94969304266,cardiology,R0004712
Chen,Brwon,,7850868698,47 Station Rd,Middlesbrough,TS5 7XX,24740303756,orthopedics,R0000888
S.,Patel, Dr,,201 park ave,Leeds,TS7 8XX,(0703) 8830984,gp,R0002987
Amaar,Williams, MD,3254649494,127 Park Ave,York,TS3 6XX,7450 879 5229,gp,R0002372
Priya,Ahemd,,5237755360,281 High St,Durham,TS6 6XX,02929266627,cardiovascular medicine,R0002437
James,Ali, Dr,1692550698,227 Victoria Road,York,TS21 2XX,(2927) 8609291,gp,R0004084
Amara,Wilson,,6641422128,74 Church Lane,Newcastle,TS23 2XX,98607597040,pediatrics,R0007240
Elena,Jones,,3579083406,229 victoria road,Middlesbrough,TS23 1XX,9798 346 1308,cardiology,R0000817
F.,Evans, MD,9877435752,98 High St,Middlesbrough,TS13 7XX,78708984291,gp,R0001111
James,Thomas,,5373285683,21 High St,Durham,TS10 8XX,3777 608 2522,ortho surgery,R0003414
Wei,Smith,,4333599287,35 Victoria Road,Newcastle,TS3 7XX,79713635681,paediatrics,R0004696
Aisha,Wilson,,3707265245,202 Park Avenue,York,TS2 1XX,68401970276,pediatrics,R0002341
Sarah,Evans,,2834239906,230 Victoria Road,York,TS11 7XX,61309109269,cardiology,R0006161
David,Khan,,0588800968,267 Victoria Road,Durham,TS12 6XX,68818673481,paediatrics,R0003167
Fatima,Paetl, Dr,0276299109,8 church ln,Newcastle,TS21 7XX,44962409655,cardiology,R0007184
Sarah,Patel,,6313639418,279 station rd,Leeds,TS10 4XX,55629490382,cardiology,R0005103
David,Ahmed,,5816361053,49 Victoria Road,Durham,TS14 4XX,64779364120,pediatrics,R0004928
Elena,Brown,,3550257080,114 Park Avenue,Leeds,TS27 6XX,78080568779,cardiology,R0003065
Grace,Brown,,9032814899,36 Park Avenue,Middlesbrough,TS3 4XX,45063193249,paediatrics,R0001264
Aisha,Davies, Jr,6586077999,294 station road,Newcastle,TS23 1XX,8628 295 4020,paediatrics,R0000990
Elena,Brown,,0409281213,272 Park Avenue,York,TS18 7XX,04551236935,general practice,R0001464
Amara,Jones,,3472632103,119 Station Road,Durham,TS16 1XX,73610148989,cardiovascular medicine,R0003662
Chen,Sharma, Dr,4811699946,49 Victoria Road,Middlesbrough,TS26 7XX,0447 494 4284,paediatrics,R0004872
Sarah,Davies, MD,,142 park avenue,Newcastle,TS2 5XX,7164 558 0238,pediatrics,R0001739
Aisha,Jones,,4375268620,40 Park Avenue,York,TS2 1XX,16239604385,cardiology,R0005394
Luyc,Davies,,8278159580,40 Victoria Road,Middlesbrough,TS15 1XX,19182181879,gp,R0003949
Wei,Nguyen,,7223564872,215 Station Road,Newcastle,TS22 8XX,00527740323,cardiovascular medicine,R0003710
David,Ali,,4486877238,248 Park Avenue,Leeds,TS10 7XX,11727595882,ortho surgery,R0000353
Mohammed,Willimas,,2000161340,85 Church Lane,Newcastle,TS1 3XX,(0285) 3898535,paediatrics,R0004438
Chen,Wilson, Jr,,114 Station Rd,Durham,TS14 6XX,5951 807 7503,cardiology,R0005721
Amara,Patel, Dr,,137 Church Lane,York,TS20 3XX,4127 539 2509,ortho surgery,R0004937
James,Brown,,1408609256,72 Church Lane,Durham,TS5 3XX,61321892842,paediatrics,R0003918
Aisha,Williams,,0717196934,128 Park Avenue,Newcastle,TS4 4XX,23059870166,orthopedics,R0005404
John,Wilson,,7550301802,63 High Street,York,TS12 6XX,01300580286,general practice,R0005272
Sarah,Evans,,8942416415,167 Park Avenue,Leeds,TS12 8XX,77444410855,family medicine,R0001489
Mohammed,Wilson,,,292 Church Ln,Durham,TS18 3XX,3983 090 2071,cardiology,R0005045
Omar,Patel, Jr,,172 Park Avenue,Leeds,TS17 8XX,88548341504,ortho surgery,R0006146
James,Williams,,5638461954,234 Station Road,Durham,TS1 4XX,77635162371,family medicine,R0003130
Jhon,Patel,,6502325611,249 Park Avenue,York,TS8 3XX,08853239083,cardiology,R0001228
Priya,Evans,,5551542924,291 Station Road,York,TS16 6XX,33765515206,family medicine,R0004478
Elena,Wilson,,8517538097,269 Park Avenue,Durham,TS29 4XX,90992733522,orthopaedics,R0003960
Lucy,Jones,,,53 Church Lane,Newcastle,TS20 4XX,62285039685,gp,R0001053
Priya,Sharma,,5318678847,41 Victoria Road,Durham,TS7 8XX,61875375601,general practice,R0007105
David,Patel,,2830723179,186 Victoria Road,Middlesbrough,TS27 6XX,80833875639,orthopedics,R0002894
James,Brown,,3876407623,249 Park Avenue,Middlesbrough,TS23 5XX,15120836085,pediatrics,R0007024
David,Thomas,,5962745115,215 High Street,Newcastle,TS25 6XX,75034924311,family medicine,R0000052
Fatima,Ahmed,,,285 High St,York,TS25 7XX,7591 178 2322,orthopedics,R0004506
Mohammed,Sharma,,4340384463,201 Church Lane,Leeds,TS22 5XX,05305016528,ortho surgery,R0004246
A.,Ali,,3781171805,51 Victoria Rd,Newcastle,TS25 6XX,95898699326,cardiology,R0005261
Priya,Brown,,1072756614,289 Park Avenue,Leeds,TS4 4XX,83317311324,orthopaedics,R0003085
Aisha,Jones,,0041853041,28 Victoria Road,Leeds,TS14 1XX,12079927500,cardiovascular medicine,R0000159
James,Khan,,3028474517,113 Station Road,Leeds,TS8 6XX,65308659029,cardiology,R0004631
Elena,Wilson, Jr,,11 park avenue,Middlesbrough,TS28 5XX,03200786601,orthopedics,R0001587
Eelna,Wilson, Jr,9982514094,11 Park Avenue,Middlesbrough,TS28 5XX,(0320) 0786601,orthopedics,R0001589
Elena,Ahmed, MD,1760878663,51 Station Rd,Leeds,TS10 3XX,75477932016,ortho surgery,R0001479
Aisha,Roberts, Jr,5276796644,195 High St,Middlesbrough,TS29 2XX,0714 343 0260,paediatrics,R0003555
Mohammed,Ali,,4386596877,73 Park Avenue,Middlesbrough,TS6 5XX,77860579651,paediatrics,R0004709
Elean,Ali, MD,0206004792,2 Church Lane,Newcastle,TS22 8XX,0063 774 9830,orthopaedics,R0003145
Wei,Patel,,1920363306,238 Station Road,Middlesbrough,TS21 8XX,6945 358 6053,general practice,R0001469
A.,Wilson,,6152867760,161 station road,Newcastle,TS21 8XX,(0160) 0369947,pediatrics,R0004475
Fatima,Nguyen,,7719506747,26 Park Avenue,York,TS10 8XX,64729762397,cardiology,R0003094
David,Wilson,,3179024725,158 Station Road,Leeds,TS12 4XX,21572393431,cardiology,R0005341
Mhoammed,Ahmed, Dr,,214 High St,Newcastle,TS14 6XX,15648552646,cardiovascular medicine,R0004030
Rajesh,Jones, Jr,2269916706,144 Church Ln,Middlesbrough,TS23 8XX,5245 976 7631,orthopaedics,R0002078
Aisha,Khan, MD,,70 Church Lane,Middlesbrough,TS13 5XX,77879405112,orthopaedics,R0007346
Priya,Evans,,6599470542,40 Station Road,Middlesbrough,TS15 5XX,1434 846 2943,cardiovascular medicine,R0004864
Elena,Roberts,,2818279941,100 Church Lane,Durham,TS14 7XX,60921287452,ortho surgery,R0004602
Mohammed,Nguyen,,9585914111,6 High Street,Newcastle,TS21 4XX,85444489170,cardiovascular medicine,R0003858
J.,Jones,,0822557848,6 Park Avenue,Middlesbrough,TS12 8XX,08821755873,paediatrics,R0007395
Rajesh,Ahmed,,2035928400,116 Park Avenue,York,TS16 7XX,00741725027,general practice,R0007242
Fatima,Khan,,6129684746,1 Church Lane,Middlesbrough,TS18 2XX,61854992943,gp,R0004126
J.,Jones, MD,,35 Station Road,Newcastle,TS28 2XX,(5883) 5122236,cardiology,R0002828
Wei,Jones,,1988734885,92 Victoria Road,Leeds,TS12 7XX,37422643700,paediatrics,R0000436
Omar,Ali,,0757148856,291 Church Lane,Newcastle,TS8 8XX,59054423812,cardiovascular medicine,R0005802
Rajesh,Williams,,5583858404,297 Station Road,Middlesbrough,TS16 1XX,58689986638,cardiovascular medicine,R0007265
Lucy,Roberts,,2576620999,42 High Street,Durham,TS8 3XX,42559879408,family medicine,R0002960
Lucy,Wilson,,6812771052,234 high street,York,TS8 8XX,(8092) 1134936,cardiovascular medicine,R0005003
Lucy,Evnas, Dr,,220 park avenue,Newcastle,TS22 8XX,78534961308,orthopedics,R0003878
Elena,Wilson, Jr,9982514094,11 park avenue,Middlesbrough,TS28 5XX,(0320) 0786601,ortho surgery,R0001588
Aisha,Ahmed,,8091843815,281 Station Road,Leeds,TS28 2XX,90232260545,orthopaedics,R0004898
Mohammed,Taylor,,6060391042,62 Station Rd,York,TS5 1XX,(9848) 9312986,pediatrics,R0002780
Sarah,Sharma,,4208798896,125 Victoria Road,Newcastle,TS16 7XX,53127898126,orthopedics,R0006100
Priya,Ali,,5199857949,19 Victoria Road,Durham,TS27 4XX,29468186829,general practice,R0005523
David,Thomas,,7645541540,131 Victoria Road,Durham,TS4 2XX,58481588260,orthopedics,R0001590
Pryia,Nguyen,,3371432134,2 Park Avenue,Middlesbrough,TS23 2XX,(6386) 5089159,pediatrics,R0004586
Fatima,Amhed,,6758273649,77 Station Rd,York,TS5 6XX,04034331774,orthopaedics,R0000973
Elnea,Davies, MD,,39 High St,Newcastle,TS4 8XX,10998741557,cardiology,R0001238
Mohammed,Smith,,2078469900,266 Station Road,Leeds,TS5 2XX,81406752047,cardiology,R0002951
Mohammed,Williams,,5248615057,93 Station Road,Newcastle,TS27 3XX,39294191639,ortho surgery,R0006722
A.,Wilson,,3707265245,202 park avenue,York,TS2 1XX,6840 197 0276,pediatrics,R0002342
A.,Sharma,,5335982347,220 Station Road,Middlesbrough,TS5 4XX,(8625) 7276611,pediatrics,R0003941
Fatima,Ahmed,,3727055181,151 Park Avenue,York,TS23 4XX,57024306071,paediatrics,R0004498
Sarah,Roberts,,8283245626,31 High Street,Middlesbrough,TS8 8XX,70085732155,paediatrics,R0004819
Aamra,Patel,,2575780679,127 Victoria Rd,Newcastle,TS19 3XX,17154606144,cardiology,R0007406
Lucy,Nguyen, Dr,,152 High Street,York,TS17 6XX,(6575) 6001533,paediatrics,R0002231
Lucy,Khan,,8594020858,156 Park Avenue,Newcastle,TS7 3XX,78983692154,gp,R0004019
Wei,Ali,,3340598207,68 Victoria Road,Newcastle,TS17 4XX,76729006559,cardiovascular medicine,R0001497
Aisah,Evans,,,63 Church Lane,Newcastle,TS20 3XX,6525 695 1952,cardiovascular medicine,R0000449
Wei,Thomas,,2129374489,262 Park Avenue,Newcastle,TS5 8XX,11842028097,pediatrics,R0002369
Grace,Thomas,,3246933134,163 Church Lane,Middlesbrough,TS5 3XX,42149496717,cardiology,R0006470
Fatima,Sharma,,1341172214,195 High Street,York,TS3 1XX,94214223144,pediatrics,R0003429
John,Taylor,,9838916059,268 Victoria Road,York,TS18 7XX,06371477793,ortho surgery,R0004716
Aihsa,Smith,,7145579193,172 church lane,York,TS11 4XX,(7015) 3603820,orthopedics,R0006684
Fatima,Taylor,,3598238194,32 Church Lane,Newcastle,TS6 2XX,87415702325,cardiovascular medicine,R0003817
Aisha,Evans,,9576109516,84 Station Road,Leeds,TS25 5XX,55275375275,pediatrics,R0004663
Aisha,Thomas,,7756593704,217 Victoria Road,Leeds,TS24 5XX,11143871576,cardiology,R0002422
Rajesh,Ahmed,,2733370377,37 Park Avenue,Newcastle,TS6 1XX,12399011804,pediatrics,R0006740
Elena,Roberts, Jr,7760479725,239 park avenue,Newcastle,TS4 8XX,48754252422,cardiology,R0005821
Eelna,Williams,,2649806607,159 church lane,Newcastle,TS15 4XX,67745983613,gp,R0004420
John,Ahmed,,1497438928,280 Station Road,Newcastle,TS28 6XX,43008625869,orthopedics,R0001551
James,Nguyen,,6145878203,202 Victoria Road,Newcastle,TS14 3XX,52109674399,family medicine,R0006659
Elnea,Roberts, Jr,9612154821,267 Park Avenue,Middlesbrough,TS27 1XX,(4958) 4775190,orthopedics,R0001146
David,Brown,,4730109096,86 High Street,Leeds,TS23 4XX,84326761362,ortho surgery,R0004949
C.,Evans,,2718486266,136 station rd,Leeds,TS20 4XX,82127642735,paediatrics,R0006467
Sarah,Roberts,,3336961511,67 High Street,Durham,TS26 2XX,92310641533,cardiovascular medicine,R0002092
Fatima,Ahmed,,9554344705,107 Church Lane,Durham,TS20 4XX,13227471942,pediatrics,R0001313
James,Sharma,,1282885536,135 victoria road,Newcastle,TS6 6XX,14058875607,cardiovascular medicine,R0002015
Omar,Jones, Dr,6586953590,183 High Street,Middlesbrough,TS8 5XX,4590 935 1524,general practice,R0006208
Fatima,Jones,,,92 Church Ln,Leeds,TS23 6XX,(7483) 8225572,family medicine,R0000187
Fatima,Evasn, Jr,0467886155,238 Station Road,Durham,TS18 7XX,02229378076,paediatrics,R0005843
Aisha,Ali,,4086012828,155 High Street,York,TS28 6XX,53525027946,orthopaedics,R0003842
Sarah,Patel,,7933612871,252 park ave,Newcastle,TS7 2XX,99542051499,cardiovascular medicine,R0003655
Sarah,Thomas,,1177290125,140 Church Lane,Leeds,TS7 5XX,48088467850,cardiovascular medicine,R0003426
Lucy,Jones,,5833146325,155 Station Road,Leeds,TS12 2XX,(7112) 9548083,cardiovascular medicine,R0005845
Fatima,Patel,,0821644418,57 High Street,York,TS8 6XX,53521966995,cardiovascular medicine,R0001381
Wei,Wilosn,,4061229221,215 Victoria Road,Newcastle,TS28 8XX,5145 740 3596,cardiovascular medicine,R0004582
A.,Patel,,3180414474,37 Victoria Rd,Middlesbrough,TS2 1XX,3102 980 9243,cardiology,R0000413
Aisha,Smith,,3807584059,201 Church Lane,Middlesbrough,TS3 4XX,72399858493,cardiovascular medicine,R0004888
Aisha,Thomas,,,136 Park Avenue,Middlesbrough,TS2 3XX,2672 310 9779,general practice,R0003455
Mohammed,Khan, Jr,1536708017,129 victoria rd,Leeds,TS5 2XX,9504 507 6062,paediatrics,R0000941
Chen,Brown,,7749780498,5 Church Lane,Middlesbrough,TS9 5XX,69032912216,orthopaedics,R0000801
Chen,Ahmed,,0394384705,207 High Street,Middlesbrough,TS16 5XX,14448909096,gp,R0003336
R.,Sharma,,2112459927,190 park ave,Durham,TS3 4XX,(9577) 4793073,gp,R0003606
Sarah,Smith,,4031960180,63 Church Lane,York,TS21 2XX,92097898902,cardiovascular medicine,R0007033
Rajesh,Wilson,,6912408315,188 High Street,Leeds,TS19 3XX,82141651388,family medicine,R0002750
Amara,Wilson,,5973849066,219 station road,Durham,TS5 2XX,48029492530,paediatrics,R0005639
L.,Khan,,,110 High Street,Leeds,TS1 6XX,06203252993,gp,R0005379
Omar,Wilson,,9800997756,236 Station Rd,Durham,TS5 5XX,(0236) 4477222,paediatrics,R0006608
Mohammed,Thomas, Jr,6834195542,5 Church Lane,York,TS25 3XX,02419739319,family medicine,R0000256
Amara,Brown, Jr,2060809548,126 Church Lane,Middlesbrough,TS15 4XX,(9503) 3210733,cardiovascular medicine,R0004350
Priya,Smith,,7736955872,229 High Street,Middlesbrough,TS20 8XX,92287241128,family medicine,R0007360
Mohammed,Khna,,7770832588,225 High St,Newcastle,TS23 8XX,9500 606 1821,paediatrics,R0003199
Luyc,Nguyen, Dr,,237 station rd,York,TS28 6XX,6111 819 7831,general practice,R0002235
Aisha,Jones,,5732337339,222 Church Lane,Newcastle,TS21 8XX,(1990) 3447626,orthopedics,R0000647
James,Davies,,0100906312,71 High Street,Leeds,TS24 5XX,86911457117,orthopaedics,R0001767
D.,Taylor,,3647028171,144 Church Ln,Durham,TS21 5XX,81156731224,gp,R0007300
Elena,Davies,,5073167803,46 Station Road,York,TS29 1XX,64497047154,general practice,R0003975
David,Wilson, MD,4936962072,54 High Street,Newcastle,TS2 3XX,69863256696,cardiology,R0005510
W.,Sharma, Dr,5034891998,159 Park Ave,Leeds,TS4 2XX,(9978) 5174568,cardiovascular medicine,R0006340
Omar,Jones,,0313055261,121 High Street,York,TS5 7XX,34240913847,general practice,R0001572
Amara,Thomas,,3662201441,250 Church Lane,Durham,TS7 3XX,35373431622,paediatrics,R0000024
Omar,Ahmed,,2629135908,71 Station Road,Durham,TS4 2XX,96057725192,cardiology,R0005931
Mohammed,Thomas,,5593607583,168 Victoria Road,York,TS7 2XX,13589646325,paediatrics,R0001088
Omar,Smith, Dr,8383118066,126 Station Rd,Durham,TS11 7XX,37448040017,gp,R0004313
J.,Ahmed, MD,7332465802,179 Church Ln,Durham,TS26 6XX,42265643122,gp,R0002694
Omar,Thomas,,0533399492,180 Park Avenue,Middlesbrough,TS5 2XX,56018370437,paediatrics,R0004653
Lucy,Smith, Jr,,115 Station Rd,Durham,TS26 4XX,9854 118 3932,general practice,R0003398
Sarah,Williams,,0809734573,262 station road,Middlesbrough,TS13 4XX,68222117785,orthopaedics,R0003559
Fatima,Ali,,8337154163,131 High Street,Durham,TS6 6XX,14827791797,general practice,R0000112
Sarah,Brown,,6455106909,39 Victoria Road,Durham,TS17 3XX,50235247980,cardiovascular medicine,R0002841
Priya,Roberts,,0527190810,27 High Street,Durham,TS10 4XX,82520938481,cardiovascular medicine,R0002311
P.,Ahmed,,,244 Station Rd,Leeds,TS25 8XX,1204 625 3027,general practice,R0003441
Amara,Williams, MD,9864845735,37 Station Rd,Middlesbrough,TS24 8XX,40386291441,cardiovascular medicine,R0004878
Rjaesh,Sharma, Dr,5200351077,171 Church Ln,Leeds,TS19 2XX,(0879) 8109845,gp,R0007130
Grace,Ali,,7313722325,58 Park Avenue,Middlesbrough,TS24 2XX,72501612788,orthopaedics,R0006641
Grace,Williams,,5431096822,188 Church Lane,Durham,TS21 5XX,45212378839,gp,R0003805
James,Amhed,,,85 church lane,Durham,TS8 7XX,6927 411 5314,cardiovascular medicine,R0000056
Mohammed,Evans,,9123861369,233 Church Lane,Middlesbrough,TS4 1XX,14237475294,gp,R0001309
