cluster,first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id,members
5061,Amara,Taylor,,4990836944,217 Park Avenue,Leeds,TS8 5XX,26201213425,pediatrics,R0002601,1
5062,Elena,Ahmed, MD,3649830539,272 Victoria Rd,Leeds,TS12 7XX,(7576) 8479914,gp,R0001128,4
5063,Mohammed,Roberts,,9826755435,201 Victoria Road,Leeds,TS2 1XX,52490124611,cardiology,R0001241,1
5065,Amara,Nguyen, Jr,9986162828,118 Victoria Rd,York,TS10 7XX,6133 035 6173,ortho surgery,R0006189,1
5066,Priya,Roberts,,1608066549,166 Church Lane,Middlesbrough,TS10 5XX,43126812832,cardiovascular medicine,R0005623,1
5067,A.,Roberts, Jr,5093642354,213 High St,Leeds,TS13 6XX,41583642891,family medicine,R0003352,2
5069,Mohamemd,Patel, Jr,3478919516,178 High Street,York,TS25 8XX,21519312378,ortho surgery,R0001577,3
5070,John,Smith,,6771579877,280 Station Road,York,TS2 1XX,29238010579,gp,R0003905,2
5071,Sarah,Evans,,5869061345,44 Station Road,Middlesbrough,TS5 2XX,68388213198,cardiology,R0003729,1
5072,Jamse,Ahmed, Jr,1350946274,147 Church Lane,Leeds,TS6 4XX,(3553) 1223727,paediatrics,R0004359,2
5076,Chen,Williams,,9033612628,136 Victoria Road,Leeds,TS17 3XX,36212923612,cardiology,R0000438,3
5077,Chen,Evans,,3675797548,211 Victoria Road,Leeds,TS1 7XX,29096308107,ortho surgery,R0001100,1
5078,Chen,Roberts,,7076818771,170 Victoria Road,Middlesbrough,TS7 2XX,2699 191 7183,cardiology,R0002638,2
5079,James,Patel,,1862794772,108 Victoria Road,Newcastle,TS21 8XX,47653304154,pediatrics,R0005284,1
5080,O.,Sharma,,3122232637,131 Park Ave,Durham,TS17 8XX,29218805525,cardiovascular medicine,R0000650,3
5081,Priya,Roberts,,8766369231,119 Victoria Road,York,TS18 3XX,08837561612,family medicine,R0001546,1
5083,James,Brown,,1335961138,209 Church Lane,Leeds,TS8 2XX,41481017000,cardiovascular medicine,R0005722,3
5084,Aisha,Taylor,,4061687563,103 Park Avenue,Durham,TS6 3XX,74298745958,cardiovascular medicine,R0002851,2
5085,Fatima,Williams,,6965600549,292 Church Lane,Newcastle,TS20 3XX,80647022599,orthopaedics,R0003503,2
5087,Amara,Patel,,7743091856,269 Park Avenue,Newcastle,TS1 8XX,09280459106,cardiology,R0000627,4
5088,Lcuy,Brown,,2883056694,279 Victoria Rd,Newcastle,TS2 5XX,(1007) 8496036,family medicine,R0004769,2
5091,Lucy,Patel,,1101560906,33 Victoria Road,York,TS15 1XX,28307600106,general practice,R0000480,4
5092,Elena,Sharma, MD,3693275494,66 Station Road,Leeds,TS27 6XX,09960088845,general practice,R0001584,1
5093,Grace,Thomas,,5545808063,83 High Street,Middlesbrough,TS8 1XX,13247033252,pediatrics,R0004676,1
5095,Elena,Khan,,9018433530,255 Victoria Road,Newcastle,TS6 5XX,40361323647,cardiovascular medicine,R0003040,1
5096,Sarah,Patel,,4103449959,80 Victoria Road,Middlesbrough,TS16 3XX,06562842221,paediatrics,R0005009,2
5097,Amara,Patel,,3582726117,49 Station Road,Newcastle,TS9 2XX,13424630706,cardiology,R0005768,2
5098,J.,Roberts, MD,6082930348,201 church lane,Middlesbrough,TS2 5XX,05886351710,general practice,R0003274,2
5099,Elena,Ali,,2349076285,277 Church Ln,Leeds,TS13 7XX,98369607540,cardiology,R0003684,2
5102,Rajesh,Ali, MD,5052253316,11 park ave,Newcastle,TS13 1XX,(2975) 8206810,orthopedics,R0004956,3
5103,Sarah,Thomas,,2947074812,113 Victoria Road,York,TS17 5XX,39502947002,cardiovascular medicine,R0003225,1
5104,Grace,Smith,,9124250436,218 Church Lane,Durham,TS5 8XX,33518291836,paediatrics,R0001072,1
5105,Omar,Ahmed,,6392587503,129 Church Lane,Newcastle,TS25 4XX,31411953438,orthopaedics,R0004814,2
5106,Wei,Smith,,3031602254,228 Park Avenue,Durham,TS12 1XX,93596538143,general practice,R0002631,1
5107,Amara,Nguyen,,6904706206,165 Church Lane,York,TS10 6XX,66760192439,cardiovascular medicine,R0001659,2
5108,Elena,Nguyen,,2523918833,174 High Street,Durham,TS20 8XX,23633194765,general practice,R0002425,2
5111,Priya,Nguyen,,8074831780,50 Victoria Road,Leeds,TS25 5XX,09319354723,gp,R0005697,2
5112,Omar,Nguyen,,7238266100,275 Park Avenue,Leeds,TS7 8XX,50344780260,orthopaedics,R0003097,1
5113,James,Jones,,7246344992,27 Station Road,York,TS6 5XX,54481757576,paediatrics,R0003976,1
5114,Sarah,Thomas,,7667156626,62 Church Lane,Durham,TS8 8XX,30223603143,pediatrics,R0006718,1
5115,A.,Ahmed,,6462111841,7 Station Rd,Durham,TS11 7XX,00770625709,pediatrics,R0007122,3
5116,Grace,Patel,,6213808913,52 Park Avenue,York,TS7 5XX,20196891532,cardiology,R0005328,1
5118,Sarah,Wilson,,1673272139,153 Church Lane,Leeds,TS15 3XX,64544439287,family medicine,R0001407,2
5119,Fatima,Ahmed,,5040809063,45 High Street,Leeds,TS2 6XX,83414958710,family medicine,R0001845,1
5121,Aisha,Nguyen,,9717335369,156 Station Road,Leeds,TS29 1XX,83971520668,gp,R0003956,2
5122,Aisha,Ahmed,,2538737095,23 Park Avenue,Durham,TS10 6XX,36019712504,orthopedics,R0001475,1
5124,Amara,Evans, Jr,3199213349,142 Church Ln,Durham,TS2 2XX,4052 114 3331,pediatrics,R0005706,2
5125,Amara,Nguyen,,5545004554,269 Station Road,Durham,TS18 1XX,47729646821,family medicine,R0000443,2
5127,Sarah,Patel, Jr,7933612871,252 Park Avenue,Newcastle,TS7 2XX,(9954) 2051499,cardiology,R0003656,3
5128,E.,Davies,,1284400632,264 Park Avenue,Durham,TS10 1XX,(3332) 9804384,ortho surgery,R0003179,1
5129,Lucy,Sharma,,6164970872,259 Station Road,Middlesbrough,TS9 8XX,95339179878,orthopedics,R0001286,1
5130,Elena,Thomas,,1007318308,255 Park Avenue,Durham,TS2 2XX,77982544582,paediatrics,R0005556,1
5131,David,Patel,,4993063800,60 Park Avenue,Durham,TS19 5XX,86185176218,paediatrics,R0004445,1
5133,Aisha,Thomas,,4653957411,245 Church Ln,Durham,TS13 3XX,13363255419,ortho surgery,R0002137,1
5134,Priya,Sharma,,0681350220,236 Park Avenue,Durham,TS3 2XX,09550099510,paediatrics,R0002636,1
5135,Lucy,Williams,,7312303910,168 Station Road,Newcastle,TS20 5XX,70287422081,paediatrics,R0004016,1
5136,Omar,Evans,,8716599599,140 Station Road,Leeds,TS25 6XX,49069838208,paediatrics,R0007248,2
5138,Lucy,Nguyen,,8717579427,170 Station Road,York,TS21 8XX,77538326943,pediatrics,R0005452,2
5139,Rajesh,Roberts,,1425116049,152 Victoria Road,Middlesbrough,TS27 3XX,15434021945,pediatrics,R0001691,2
5140,J.,Evans, MD,8734531584,99 Park Ave,Durham,TS27 5XX,69115894173,paediatrics,R0005532,2
5141,Mohammed,Smith,,1692704739,62 High Street,Middlesbrough,TS15 4XX,02704308132,orthopedics,R0005973,2
5143,Wei,Roberts,,2805441034,78 Park Avenue,York,TS8 3XX,64945018345,general practice,R0000372,1
5146,Omar,Patel,,0347536676,264 High Street,Newcastle,TS10 7XX,66374201643,paediatrics,R0007106,2
5147,Amara,Roberts,,7728845079,99 Church Lane,York,TS15 1XX,67994956697,cardiology,R0000139,2
5148,David,Ali,,8133468508,263 Station Road,Leeds,TS25 7XX,89114933995,orthopaedics,R0004885,3
5149,Elena,Williams,,2649806607,159 Church Lane,Newcastle,TS15 4XX,67745983613,family medicine,R0004418,3
5150,Rajesh,Nguyen,,9381341023,262 Church Lane,York,TS3 6XX,28855305083,orthopaedics,R0006988,1
5153,Mohammed,Ahmed,,4006580336,113 Church Lane,York,TS27 1XX,82052774713,general practice,R0003187,2
5155,Rajesh,Smith,,0354011082,78 Park Avenue,York,TS29 8XX,69431565232,gp,R0004431,1
5157,John,Khan, MD,0946210304,16 Station Rd,York,TS18 3XX,40399495184,paediatrics,R0000407,2
5158,Amara,Jones,,3576987624,239 High Street,Leeds,TS27 4XX,16982452229,gp,R0000020,1
5160,Aisha,Smith,,4728641503,203 Station Road,Middlesbrough,TS3 8XX,40358414616,orthopaedics,R0004986,2
5161,Grcae,Nguyen, Dr,6920966236,256 Church Ln,Middlesbrough,TS9 4XX,83451528234,cardiology,R0002412,3
5163,Rajesh,Nguyen,,0460012816,17 Station Road,York,TS27 7XX,00387681799,ortho surgery,R0002389,2
5164,Priya,Roberts,,6577207723,69 Park Avenue,Middlesbrough,TS20 2XX,81949761526,pediatrics,R0006026,2
5165,Priya,Evans,,9048784371,94 Station Road,Durham,TS20 1XX,53590947437,ortho surgery,R0000041,2
5167,Elena,Roberts,,1575980577,22 Church Lane,York,TS10 3XX,08721589245,orthopaedics,R0003371,1
5168,Priya,Williams,,1550874119,60 Station Road,Newcastle,TS20 5XX,88291736840,ortho surgery,R0003022,2
5169,Wei,Davies,,4049041946,136 Victoria Road,Middlesbrough,TS15 1XX,75421901339,gp,R0003365,2
5171,Amara,Jones,,3616115712,54 Victoria Road,Newcastle,TS17 4XX,3652 019 4447,cardiovascular medicine,R0000012,2
5173,Wei,Williams,,9309094221,234 Victoria Rd,Newcastle,TS22 2XX,5706 278 3240,cardiovascular medicine,R0004590,4
5174,Lucy,Jones,,8117714475,254 Park Avenue,Middlesbrough,TS29 5XX,64262253863,pediatrics,R0001947,1
5176,Lucy,Thomas,,6675875595,249 High Street,Newcastle,TS1 2XX,30215823669,cardiovascular medicine,R0002862,2
5177,Grace,Khan, Dr,,176 Park Avenue,York,TS3 5XX,29238695121,orthopedics,R0003865,1
5178,Lucy,Wilson,,4215174302,187 High Street,Durham,TS15 7XX,59711827672,cardiology,R0001026,1
5179,Amara,Jones,,6181825894,190 Station Road,Durham,TS29 3XX,(3825) 3555430,general practice,R0003849,2
5180,Fatima,Khan,,1449890896,34 Victoria Road,Newcastle,TS20 4XX,33254215030,pediatrics,R0002989,1
5181,Rajesh,Wilson,,1464711338,292 Victoria Road,York,TS15 3XX,57795306859,general practice,R0000961,1
5182,David,Thomas,,3644755473,145 High Street,York,TS10 8XX,92442096414,cardiology,R0002889,2
5183,G.,Sharma,,1331492759,86 Church Lane,Middlesbrough,TS12 1XX,2596 362 0786,orthopedics,R0003016,2
5184,Lucy,Davies, MD,2278986141,230 Church Lane,Durham,TS20 2XX,6369 219 4224,ortho surgery,R0003339,2
5185,Omar,Patel,,8509888806,104 Church Lane,Newcastle,TS9 5XX,24161566134,gp,R0006053,2
5186,David,Ngyuen, Jr,0677579712,80 Station Road,Leeds,TS11 2XX,6176 902 8450,pediatrics,R0000736,2
5187,Aisha,Ahmed, MD,4840176815,94 Station Rd,Newcastle,TS24 2XX,77342316569,paediatrics,R0004400,2
5189,G.,Taylor, Dr,6681610737,146 Victoria Road,Middlesbrough,TS14 1XX,89893286320,orthopaedics,R0002876,2
5190,Priya,Williams,,1009121011,156 High Street,York,TS11 2XX,24418335269,cardiovascular medicine,R0003986,1
5191,James,Patel,,8601464866,175 Station Road,Durham,TS26 1XX,78473183733,cardiovascular medicine,R0000916,1
5192,O.,Sharma, Dr,5667025783,37 Victoria Road,York,TS21 8XX,(6291) 1003763,cardiovascular medicine,R0006264,2
5194,Wei,Williams,,4404218170,183 High Street,Newcastle,TS7 1XX,42655020908,paediatrics,R0004087,3
5195,Grace,Wilson,,9093256473,81 High Street,York,TS15 4XX,78424757190,paediatrics,R0006930,2
5196,Wei,Borwn, Dr,6412030766,69 Victoria Rd,York,TS16 5XX,24242230619,general practice,R0005862,2
5198,Fatima,Williams,,0965279623,72 Victoria Road,Middlesbrough,TS7 1XX,64195296180,cardiovascular medicine,R0001624,1
5200,Mohammed,Smith,,7588380464,56 Park Avenue,Newcastle,TS13 3XX,58982254695,cardiology,R0000820,2
5201,Chen,Evans,,5172175156,215 Church Lane,Durham,TS15 3XX,22837356479,paediatrics,R0001367,1
5203,James,Taylor,,6013170340,132 Station Rd,Middlesbrough,TS2 5XX,(2379) 0721202,gp,R0006745,2
5205,Mohammed,Evans, Jr,4425243871,96 Victoria Rd,Durham,TS11 5XX,10473399406,gp,R0001001,2
5206,Elena,Smith, Dr,,146 Victoria Rd,Newcastle,TS6 2XX,4738 271 6718,cardiology,R0005572,1
5207,Grace,Williams,,6751934520,193 Victoria Road,Durham,TS6 5XX,79908165954,family medicine,R0004113,2
5208,Wei,Wilson,,6639248044,177 Park Avenue,Durham,TS24 3XX,40834670734,pediatrics,R0001637,1
5209,Lucy,Williams,,6885396768,174 Church Lane,York,TS24 5XX,27313089297,paediatrics,R0001667,1
5212,Omar,Patel,,8196846317,43 High Street,York,TS3 5XX,81732925019,cardiology,R0005707,2
5214,Lucy,Wilsno,,9582291786,74 Church Lane,Newcastle,TS13 4XX,1304 246 9540,general practice,R0005858,1
5215,Grace,Khan,,1675463223,103 Station Road,Middlesbrough,TS16 4XX,19510042947,pediatrics,R0003229,2
5219,Fatima,Jones,,3494420793,244 Station Road,Durham,TS29 4XX,92920412466,orthopaedics,R0005863,1
5221,James,Williams,,8331420505,183 High Street,Leeds,TS3 2XX,33904598669,cardiology,R0006137,1
5222,James,Smith,,7299898393,235 Church Lane,Middlesbrough,TS28 5XX,93358572778,orthopedics,R0000702,2
5223,Omar,Taylor, MD,5318556687,77 Park Avenue,Middlesbrough,TS12 5XX,11663354825,paediatrics,R0005105,1
5225,Mohammed,Williams,,4185658843,101 Victoria Road,York,TS23 2XX,32459198428,general practice,R0003291,1
5226,Mohammed,Nguyen,,0957702863,42 Church Lane,York,TS3 8XX,28264865381,cardiovascular medicine,R0003673,1
5227,Fatima,Evans,,4209131203,169 Victoria Road,Leeds,TS28 6XX,86958090172,pediatrics,R0002407,2
5229,Omar,Williams,,6728748067,139 Park Avenue,York,TS16 6XX,24752909712,pediatrics,R0001328,2
5230,Aisha,Williams,,8171197067,288 Station Road,Newcastle,TS23 3XX,43787379391,paediatrics,R0006983,2
5232,Wei,Sharma,,8949229653,136 Park Avenue,Newcastle,TS8 7XX,33382484190,gp,R0004908,2
5233,Lucy,Evans,,1309532613,265 High Street,Durham,TS23 6XX,94687487843,gp,R0004439,2
5234,Fatima,Jones,,2368271193,233 Victoria Road,Leeds,TS16 1XX,09475639175,paediatrics,R0006270,1
5235,Rajesh,Jones,,2871714061,163 Station Road,Middlesbrough,TS6 1XX,58375207040,cardiovascular medicine,R0000986,1
5236,Aisha,Sharma,,6459398096,41 Station Road,York,TS4 8XX,99780929769,general practice,R0005957,1
5237,Amara,Evans,,3135661964,10 Victoria Road,Middlesbrough,TS10 4XX,91754454575,family medicine,R0006808,2
5238,John,Evans,,8764476047,228 Park Avenue,Middlesbrough,TS13 7XX,71917850110,general practice,R0006993,2
5240,Priya,Jones,,0991863160,136 High Street,Middlesbrough,TS4 1XX,38229405548,gp,R0004048,2
5242,Chen,Patel, MD,5672868680,279 station rd,York,TS9 2XX,(7956) 6468121,orthopaedics,R0002474,2
5244,Mohammed,Brown,,4854613561,174 Station Road,York,TS1 5XX,89627600984,orthopedics,R0003873,1
5245,Lucy,Roberts,,1078706398,65 Park Avenue,York,TS10 7XX,11050518406,paediatrics,R0001199,2
5246,Rajesh,Nguyen,,8123989406,5 Victoria Road,Leeds,TS7 5XX,28486447248,cardiovascular medicine,R0004180,2
5247,David,Sharma,,3545228498,252 Park Avenue,York,TS25 1XX,47110454048,cardiology,R0001518,1
5248,S.,Roberts,,2613854075,69 Victoria Road,Newcastle,TS25 7XX,(8776) 1219226,general practice,R0006225,2
5249,Amara,Davies,,4983197744,94 High Street,York,TS16 2XX,66802482990,pediatrics,R0001798,2
5250,Omar,Ali,,1091481634,8 Victoria Road,Durham,TS10 8XX,50326807996,orthopedics,R0001013,2
5252,James,Evans,,9676352256,56 Victoria Road,Leeds,TS9 2XX,97397435019,general practice,R0001364,1
5253,Amara,Jones,,5380083522,121 Church Lane,Middlesbrough,TS18 2XX,73044022772,ortho surgery,R0005770,1
5255,John,Roberts,,0194313021,96 High Street,Newcastle,TS23 8XX,22251293729,ortho surgery,R0000889,3
5256,Rajesh,Brown,,4319889699,289 Station Road,York,TS3 6XX,17846974902,general practice,R0002792,2
5257,Sarah,Smith,,9268312043,298 Church Lane,Durham,TS25 4XX,32619583964,cardiovascular medicine,R0006302,1
5258,C.,Brown, Dr,3369930440,216 Victoria Rd,Middlesbrough,TS17 3XX,76902383579,pediatrics,R0004404,3
5259,Fatima,Taylor,,8206236320,50 High Street,Middlesbrough,TS28 3XX,93411279723,orthopedics,R0007144,1
5261,Fatima,Khan,,7397499156,100 Station Road,Newcastle,TS20 7XX,19994902671,orthopedics,R0003249,1
5262,Sarah,Wilson,,6062073465,168 Park Avenue,Newcastle,TS19 1XX,24431119393,orthopedics,R0001206,2
5263,Lucy,Sharma,,2497268399,237 Station Road,Durham,TS7 6XX,06355905164,orthopedics,R0003867,2
5265,Chen,Williams,,7455463134,184 Victoria Road,Durham,TS11 2XX,29457510922,family medicine,R0004065,1
5266,R.,Nguyen,,0307340620,269 High St,York,TS29 5XX,(8686) 1080716,orthopaedics,R0006424,1
5268,Chen,Thomas,,2045045911,51 Church Lane,Leeds,TS27 7XX,23682268246,cardiology,R0002288,3
5269,Aisha,Nguyen,,8820842484,117 Park Avenue,York,TS14 8XX,94871878795,general practice,R0002740,1
5270,Fatima,Evans,,4486642596,9 Park Avenue,Middlesbrough,TS29 2XX,94987968105,ortho surgery,R0000275,2
5271,Priya,Nguyen,,3371432134,2 Park Avenue,Middlesbrough,TS23 2XX,63865089159,paediatrics,R0004584,3
5273,John,Patel,,6502325611,249 Park Avenue,York,TS8 3XX,08853239083,cardiology,R0001226,4
5274,John,Thomas,,3136120411,40 High Street,Durham,TS15 8XX,32295365171,cardiology,R0001008,1
5276,Rajesh,Jones,,1325417040,213 Victoria Road,Leeds,TS3 2XX,57131235167,paediatrics,R0003827,2
5277,Rajesh,Davies,,3768057425,115 Church Lane,York,TS29 4XX,20152132509,gp,R0002531,2
5278,Fatima,Khan,,7934953613,279 Victoria Road,Middlesbrough,TS17 6XX,53988095635,cardiovascular medicine,R0004293,2
5279,Elena,Davies,,1825361058,51 Park Avenue,Durham,TS13 2XX,49773566862,pediatrics,R0001056,3
5282,Rajesh,Sharma,,4694375345,248 High Street,Middlesbrough,TS20 2XX,57239071940,gp,R0001042,2
5284,Sarah,Roberts,,1574470867,240 Church Lane,Leeds,TS17 6XX,98019350147,cardiovascular medicine,R0000968,1
5286,Rjaesh,Jones,,8547055894,296 Victoria Rd,York,TS12 5XX,45299728564,general practice,R0006822,2
5287,S.,Ahmed,,5789467962,127 Station Road,Leeds,TS6 3XX,47211144334,ortho surgery,R0001941,2
5288,Grace,Evans,,0411749193,233 Park Avenue,Newcastle,TS5 3XX,38907477682,general practice,R0005381,2
5290,Mohammed,Davies,,2462087132,224 Victoria Road,Newcastle,TS21 4XX,0207 069 3684,pediatrics,R0000621,3
5291,Mohammed,Taylor, Jr,2516019134,276 Church Lane,Durham,TS3 3XX,40078699971,general practice,R0005447,2
5292,G.,Roberts,,8939258965,3 Church Ln,Newcastle,TS26 2XX,1880 450 6927,orthopedics,R0001744,3
5293,A.,Davies,,0523987559,229 Park Avenue,York,TS3 8XX,83299427695,cardiovascular medicine,R0001391,2
5294,Lucy,Jones,,6250835322,268 Church Lane,Durham,TS25 3XX,01468453377,paediatrics,R0006109,2
5296,Fatima,Ali,,9967027996,20 High Street,Newcastle,TS10 1XX,7136 991 1830,cardiovascular medicine,R0001656,4
5297,Sarah,Wilson,,5337646245,164 Station Road,Middlesbrough,TS16 8XX,49878471350,ortho surgery,R0001335,5
5301,Elena,Davies,,1284400632,53 High Street,Durham,TS28 3XX,27577715486,ortho surgery,R0003178,1
5302,Grace,Khan,,5420340863,164 High Street,Durham,TS1 4XX,22732317423,ortho surgery,R0003192,2
5304,Jaems,Taylor,,7918018796,226 victoria road,York,TS15 7XX,9520 751 0933,ortho surgery,R0000576,2
5305,Sarah,Roberts,,7626967981,157 Victoria Road,Durham,TS21 2XX,49914602561,family medicine,R0002357,4
5306,Grace,Wilson,,4993847578,167 Church Lane,Durham,TS15 7XX,17543730941,pediatrics,R0001280,1
5308,Rajesh,Jones, Dr,6374202668,217 Station Rd,Newcastle,TS22 3XX,25741740155,family medicine,R0004958,2
5309,James,Khan,,6952541357,31 Park Avenue,Middlesbrough,TS1 8XX,43621594646,paediatrics,R0006209,1
5311,Saarh,Ali,,8946175084,34 victoria road,Newcastle,TS13 1XX,1223 961 7006,ortho surgery,R0002640,2
5312,Rajesh,Smith,,4262460770,153 High Street,Newcastle,TS9 7XX,43261431356,orthopedics,R0000267,3
5314,Priya,Ahmed,,0531240462,255 Station Road,York,TS16 5XX,87382723082,general practice,R0005555,1
5315,James,Sharma,,3536866185,214 Victoria Road,Durham,TS8 3XX,7924 680 1857,family medicine,R0003082,2
5316,Rajesh,Patel,,8202533073,85 Victoria Road,York,TS21 3XX,06697608176,paediatrics,R0003466,1
5320,Wei,Wilson,,6298009147,278 Station Road,Newcastle,TS20 7XX,91219512857,orthopaedics,R0007109,2
5322,Omar,Wilson,,3032441410,57 Victoria Road,Newcastle,TS29 1XX,(6849) 9180119,cardiovascular medicine,R0004354,4
5323,Aisha,Patel,,5955736295,110 Church Lane,Newcastle,TS15 4XX,29678791413,cardiovascular medicine,R0007367,1
5324,Amara,Thomas,,5460383959,31 Park Avenue,York,TS27 3XX,37819431056,general practice,R0002113,1
5325,Priya,Wilson,,7505971991,191 Victoria Road,York,TS18 4XX,79799027500,orthopaedics,R0000027,1
5327,James,Wilson,,3355949665,260 Station Road,York,TS16 1XX,98661591932,ortho surgery,R0003927,3
5329,Omar,Smith,,3032862681,147 Church Lane,York,TS27 3XX,65338824148,ortho surgery,R0003215,2
5331,Fatima,Taylor,,3598238194,32 Church Lane,Newcastle,TS6 2XX,87415702325,cardiovascular medicine,R0003817,3
5333,John,Taylor, Dr,6751582053,217 Victoria Road,Durham,TS23 4XX,2672 694 2445,pediatrics,R0005559,2
5334,Sarah,Ahmed,,4995960870,157 High Street,Newcastle,TS10 3XX,58550813585,paediatrics,R0007365,1
5335,Wei,Brown,,3951769493,230 Church Lane,Leeds,TS10 5XX,59364892530,ortho surgery,R0004599,1
5336,Amara,Williams,,0380851353,255 High Street,Durham,TS20 1XX,22677973169,ortho surgery,R0000013,1
5337,Mohammed,Ahmed,,3068497902,292 Station Road,York,TS28 4XX,24437032008,pediatrics,R0006442,1
5338,Mohammed,Thomas,,9927142288,75 High Street,Leeds,TS1 7XX,(2551) 3118346,paediatrics,R0004477,2
5339,Sarah,Evans,,5932079638,209 Station Road,Durham,TS18 7XX,93017318617,paediatrics,R0001522,4
5340,Mohammed,Williams,,5823344914,254 Station Road,York,TS23 8XX,42901985399,cardiovascular medicine,R0002364,2
5341,Rajesh,Brown,,4535763910,105 Station Road,York,TS24 5XX,53036812173,gp,R0004648,1
5343,Wei,Sharma,,3213556111,123 Park Avenue,Durham,TS15 5XX,63792433323,orthopedics,R0004005,1
5344,Wei,Thomas,,3856843782,24 Victoria Road,Newcastle,TS6 7XX,08883950893,general practice,R0002339,2
5345,Amara,Khan,,5729670737,126 Victoria Road,Leeds,TS8 1XX,67413491362,ortho surgery,R0000373,2
5346,David,Taylor,,0209412666,251 Victoria Road,Newcastle,TS13 6XX,10234944509,cardiology,R0005464,2
5347,Elena,Brown,,6928981274,261 Church Lane,Middlesbrough,TS5 4XX,79069382528,general practice,R0006453,1
5349,Mohammed,Roberts,,3432507017,8 High Street,Leeds,TS22 3XX,39536592743,pediatrics,R0007181,2
5351,Elena,Sharma,,4392140788,261 Victoria Road,York,TS21 4XX,81193363747,general practice,R0002147,1
5352,Fatima,Williams,,4388134827,29 High Street,Newcastle,TS10 3XX,76594541361,ortho surgery,R0003591,2
5353,Aisha,Davies,,0437777247,60 Station Road,York,TS24 6XX,33617077624,family medicine,R0005929,2
5354,Sarah,Evans, Dr,7124575060,290 High Street,Durham,TS14 3XX,7373 421 2546,orthopaedics,R0006814,2
5355,Priya,Ali,,2743043280,119 Station Road,Middlesbrough,TS18 5XX,90786990019,cardiology,R0006311,1
5356,Elena,Taylor,,6069193042,234 Church Lane,Middlesbrough,TS20 3XX,72037980930,orthopedics,R0003623,1
5357,Priay,Sharma,,4844145564,18 high st,Middlesbrough,TS5 5XX,(8830) 6063867,pediatrics,R0000530,2
5358,Mohammde,Taylor, MD,7441777074,74 Park Avenue,Durham,TS2 6XX,(8560) 7934510,cardiology,R0003715,2
5359,Aisha,Ali,,2501446337,89 Victoria Road,Durham,TS7 4XX,52181110216,gp,R0004730,3
5360,John,Williams,,9203832811,167 Victoria Road,Leeds,TS1 4XX,77026663808,ortho surgery,R0001268,2
5362,Priya,Patel,,2846901956,78 Station Road,Newcastle,TS19 3XX,60227709842,pediatrics,R0001394,1
5363,Grace,Evans,,6468007041,249 Station Road,Middlesbrough,TS13 1XX,87670528608,family medicine,R0004850,2
5364,Omar,Evans,,7910297431,215 Station Road,Newcastle,TS28 8XX,75157475916,pediatrics,R0004008,2
5366,Rajesh,Williams,,1746325297,294 Victoria Road,Leeds,TS1 1XX,88652756056,gp,R0001797,1
5367,David,Ahmed,,6130968704,172 Victoria Road,York,TS18 8XX,77739805258,ortho surgery,R0002978,2
5368,Lucy,Tyalor, Dr,5888179088,24 Victoria Road,Leeds,TS6 6XX,(6721) 9589428,family medicine,R0001443,4
5369,Chen,Patel,,7508019385,150 Church Lane,Leeds,TS4 1XX,00928354881,pediatrics,R0005609,1
5370,James,Khan,,1646452084,129 Victoria Road,Leeds,TS9 4XX,61111317104,orthopedics,R0007307,1
5372,Elena,Wilson,,6669632845,226 Victoria Road,Leeds,TS7 1XX,06522607944,cardiovascular medicine,R0001272,2
5376,Fatima,Smith,,0751596889,278 Church Lane,Newcastle,TS14 3XX,58342318890,orthopedics,R0005553,1
5378,Amara,Jones,,2511232030,155 Park Avenue,Leeds,TS1 5XX,34641551766,paediatrics,R0006638,1
5379,Grace,Williams,,6541801455,280 Victoria Road,Newcastle,TS21 8XX,58050764494,gp,R0006891,1
5380,Grace,Roberts,,1454430890,274 Church Lane,York,TS23 8XX,47982840783,cardiology,R0000401,3
5381,Fatima,Ali,,4978914004,31 Park Avenue,Newcastle,TS4 1XX,19641310454,paediatrics,R0002071,1
5382,Lucy,Khan,,3912768725,62 High Street,Middlesbrough,TS23 3XX,49655931908,paediatrics,R0007128,1
5383,Grace,Williams,,8551682502,154 High Street,Durham,TS29 1XX,75759012701,cardiovascular medicine,R0001977,1
5384,Priya,Patel,,7893096279,221 Station Road,Durham,TS23 5XX,62999703495,family medicine,R0000158,1
5386,Sarah,Brown,,8370264560,38 Park Avenue,Newcastle,TS23 3XX,39799412282,orthopaedics,R0000902,1
5387,Sarah,Ali,,6181513699,98 Victoria Road,Leeds,TS3 8XX,92060094163,family medicine,R0000352,1
5388,Grace,Wilson, Dr,2019685159,119 Park Avenue,Leeds,TS19 6XX,24958615569,pediatrics,R0005327,2
5389,Rjaesh,Nguyen,,6996113331,16 High St,York,TS17 3XX,34110303326,paediatrics,R0004539,3
5390,John,Evans,,6334799310,36 Victoria Road,Newcastle,TS16 1XX,47777069452,cardiovascular medicine,R0004129,2
5391,James,Thomas, MD,0932975876,47 Station Rd,Newcastle,TS21 8XX,95399166792,ortho surgery,R0000755,2
5392,Sarah,Brown,,4509092403,168 Victoria Road,Durham,TS19 3XX,97263164086,cardiovascular medicine,R0002970,2
5394,John,Patel,,3497952455,38 Victoria Road,Newcastle,TS3 7XX,25984099315,ortho surgery,R0002921,2
5395,A.,Davies,,1140169519,127 church ln,Durham,TS6 5XX,0629 061 6496,general practice,R0000312,2
