loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount,customer_name,age,gender,nationality,occupation,employment_status,city,state,customer_segment,loyalty_classification,fee_structure,investment_advisor,joined_bank,annual_income,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio,age_group,income_band,customer_tenure_years,credit_utilization_band,credit_score_band,dti_band,ltv_band,has_recent_delinquency,loan_to_income_ratio,exposure_after_deposits
LOAN007300,CUST13130,Auto Loan,1486549.41,53,10.34,2025-08-07,Vehicle,2644546.28,35057.04,Vehicle Purchase,661.0,0.8,0.562,9,81,Late,0,High,57198.87,Ira Chatterjee,62,Female,Indian,Lawyer,Business Owner,Bengaluru,Maharashtra,Retail,Gold,Standard,Advisor C,2011-04-17,1274801.64,106233.47,2931496.11,263706.18,1777266.15,146871.2,19797.91,0.135,63238.39,45624.92,4972468.44,3.901,56-65,Middle,15.3,Low,Fair,>60%,<=60%,True,1.17,0.0
LOAN007301,CUST13877,Auto Loan,298354.03,71,9.29,2024-09-28,Vehicle,408013.76,5478.16,Vehicle Purchase,763.0,0.187,0.731,0,0,Current,0,Low,2296.52,Kiara Bose,51,Female,American,Data Analyst,Salaried,Chennai,West Bengal,Retail,Silver,Standard,Advisor E,2000-06-19,725472.4,60456.03,999168.78,173104.27,457953.05,132792.15,12685.2,0.096,1001201.58,9753.72,1630226.1,2.247,46-55,Lower Middle,26.1,Low,Very Good,<=35%,60-80%,False,0.41,0.0
LOAN007302,CUST08663,Education Loan,876619.49,77,12.12,2021-01-21,Unsecured,0.0,16434.3,Higher Education,708.0,0.305,,2,50,Current,0,Low,14573.55,Maya Verma,43,Male,European,Shop Owner,Self Employed,Bengaluru,Uttar Pradesh,Priority,Gold,Standard,Advisor E,2018-05-14,1573862.8,131155.23,4435439.2,631387.16,1857780.14,360152.65,14626.99,0.041,167407.51,23336.3,6924606.5,4.4,36-45,High,8.2,Low,Good,<=35%,,True,0.56,0.0
LOAN007303,CUST04809,Personal Loan,138145.49,34,13.92,2024-12-02,Unsecured,0.0,4940.1,Personal Expense,717.0,0.251,,0,0,Current,0,Low,1959.92,Aarav Gupta,58,Male,Middle Eastern,Doctor,Self Employed,Mumbai,West Bengal,Retail,Jade,Premium,Advisor F,2005-12-23,628692.36,52391.03,1271294.87,183673.29,805662.03,78404.1,31474.67,0.401,106033.81,11268.83,2260630.19,3.596,56-65,Lower Middle,20.6,Moderate,Good,<=35%,,False,0.22,0.0
LOAN007304,CUST00820,Education Loan,421838.17,66,11.22,2018-09-03,Unsecured,0.0,8594.04,Higher Education,688.0,0.493,,0,0,Current,0,Low,12114.62,Sara Menon,54,Female,Indian,Factory Supervisor,Salaried,Mumbai,Gujarat,Retail,Gold,Standard,Advisor D,2019-04-20,742945.27,61912.11,1079345.49,176995.14,372782.62,217791.36,111851.75,0.514,102800.72,22652.09,1629123.25,2.193,46-55,Lower Middle,7.3,Moderate,Good,45-60%,,False,0.57,0.0
LOAN007305,CUST13165,Personal Loan,66349.31,38,13.58,2022-12-06,Fixed Deposit,70590.67,2158.0,Personal Expense,621.0,0.404,0.94,4,100,Restructured,0,Medium,2676.19,Karan Verma,35,Male,Indian,Business Owner,Self Employed,Ahmedabad,West Bengal,Retail,Silver,Premium,Advisor F,2012-11-06,338808.62,28234.05,416084.83,54510.35,215894.15,44775.77,17024.86,0.38,20958.57,10758.41,686489.33,2.026,26-35,Low,13.7,Moderate,Fair,35-45%,80-95%,True,0.2,0.0
LOAN007306,CUST05085,Home Loan,5773573.72,249,7.44,2018-01-29,Property,9847243.71,45576.3,Home Purchase,708.0,0.404,0.586,0,0,Current,0,Low,73868.91,Pooja Wilson,43,Male,Asian,Business Owner,Salaried,Lucknow,Tamil Nadu,Priority,Platinum,Standard,Advisor A,2005-11-14,1511505.51,125958.79,5162839.38,393943.95,1674215.88,120013.23,21669.22,0.181,65653.54,8081.32,7230999.21,4.784,36-45,High,20.7,Low,Good,35-45%,<=60%,False,3.82,0.0
LOAN007307,CUST14861,Home Loan,5659594.83,246,6.5,2024-07-01,Property,11216236.39,41695.83,Home Purchase,664.0,0.888,0.505,3,39,Current,0,Medium,263544.96,Vikram Mehta,68,Female,Indian,Retired,Business Owner,Hyderabad,Telangana,Retail,Jade,Premium,Advisor F,2007-02-14,882859.15,73571.6,1505278.67,162254.47,511842.81,149099.74,15475.62,0.104,71108.87,19730.07,2179375.95,2.469,66+,Middle,19.4,Low,Fair,>60%,<=60%,True,6.41,3480218.88
LOAN007308,CUST14412,Education Loan,1154512.25,62,10.79,2020-10-18,Unsecured,0.0,24372.92,Higher Education,687.0,0.386,,5,180,Defaulted,1,Medium,24318.5,Ananya Wilson,55,Male,Indian,Doctor,Contract,Jaipur,Rajasthan,Retail,Gold,Standard,Advisor F,2022-10-28,1729301.93,144108.49,3651571.12,385027.11,1655741.12,514720.21,211632.93,0.411,224900.86,26862.77,5692339.35,3.292,46-55,High,3.7,Moderate,Good,35-45%,,True,0.67,0.0
LOAN007309,CUST13359,Personal Loan,152006.78,33,14.75,2021-01-30,Unsecured,0.0,5631.33,Personal Expense,665.0,0.597,,0,0,Paid Off,0,Medium,5878.01,Aadhya Singh,48,Male,Indian,Shop Owner,Retired,Mumbai,Rajasthan,Retail,Silver,Discounted,Advisor A,2003-06-22,584956.66,48746.39,992629.56,48980.71,613631.01,41308.03,7099.86,0.172,392956.83,25189.73,1655241.28,2.83,46-55,Lower Middle,23.1,Low,Fair,45-60%,,False,0.26,0.0
LOAN007310,CUST04776,Home Loan,1821451.84,232,8.92,2019-07-25,Property,3309070.09,16499.4,Home Purchase,680.0,0.581,0.55,0,0,Current,0,Low,37631.61,Vikram Chatterjee,31,Female,Indian,Nurse,Self Employed,Bengaluru,Rajasthan,Retail,Jade,Standard,Advisor E,2019-02-11,539151.66,44929.3,812307.47,47826.41,412132.17,167073.48,33466.18,0.2,187739.7,6152.15,1272266.05,2.36,26-35,Lower Middle,7.4,Low,Good,45-60%,<=60%,False,3.38,549185.79
LOAN007311,CUST03283,Auto Loan,1645723.63,68,10.1,2023-03-23,Vehicle,2434158.64,31883.62,Vehicle Purchase,687.0,0.644,0.676,0,0,Current,0,Low,45208.21,Rahul Cunningham,34,Male,Indian,Software Engineer,Business Owner,Pune,Rajasthan,Retail,Platinum,Standard,Advisor E,2011-12-01,1542349.3,128529.11,2480241.42,426967.33,1279942.45,117665.96,30806.4,0.262,62375.28,40887.29,4187151.2,2.715,26-35,High,14.6,Low,Good,>60%,60-80%,False,1.07,0.0
LOAN007312,CUST11995,Home Loan,3892680.11,241,8.87,2018-05-09,Property,6750839.39,34646.31,Home Purchase,640.0,0.663,0.577,3,30,Current,0,Medium,233504.55,Karan Patel,52,Female,European,Factory Supervisor,Retired,Jaipur,Uttar Pradesh,Retail,Jade,Standard,Advisor B,2013-12-28,694395.06,57866.26,1283591.54,87835.67,366776.21,192021.75,87013.42,0.453,7517.01,6109.34,1738203.42,2.503,46-55,Lower Middle,12.6,Moderate,Fair,>60%,<=60%,True,5.61,2154476.69
LOAN007313,CUST14722,Home Loan,3937660.46,250,7.64,2020-04-20,Property,6212591.72,31519.07,Home Purchase,677.0,0.767,0.634,3,39,Current,0,Medium,146833.98,Karan Verma,46,Male,Indian,Doctor,Self Employed,Hyderabad,Tamil Nadu,Retail,Platinum,Standard,Advisor A,2023-01-13,738559.79,61546.65,2205020.84,383667.81,1002660.87,95684.88,35008.34,0.366,759056.61,20626.4,3591349.52,4.863,46-55,Lower Middle,3.5,Moderate,Good,>60%,60-80%,True,5.33,346310.93999999994
LOAN007314,CUST00076,Home Loan,1612909.37,242,8.02,2024-12-21,Property,1972053.83,13465.95,Home Purchase,609.0,0.625,0.818,3,75,Late,0,Medium,105623.53,Kiara Sharma,53,Female,Indian,Sales Manager,Salaried,Jaipur,Delhi,Retail,Silver,Premium,Advisor B,2004-07-16,695604.33,57967.03,1717605.5,193129.46,912300.99,120008.49,2113.85,0.018,154641.8,23955.89,2823035.95,4.058,46-55,Lower Middle,22.0,Low,Fair,>60%,80-95%,True,2.32,0.0
LOAN007315,CUST04967,Personal Loan,390262.81,32,16.25,2022-01-05,Unsecured,0.0,15109.48,Personal Expense,645.0,0.876,,7,126,Late,0,High,16615.93,Pooja Cunningham,47,Female,Indian,Factory Supervisor,Salaried,Pune,Delhi,Retail,Gold,Premium,Advisor D,2012-01-27,1072071.22,89339.27,2631380.08,254957.61,684371.21,104299.49,15949.9,0.153,183173.19,18429.19,3570708.9,3.331,46-55,Middle,14.5,Low,Fair,>60%,,True,0.36,0.0
LOAN007316,CUST12875,Auto Loan,945448.56,67,9.34,2019-02-11,Vehicle,1011312.19,18162.52,Vehicle Purchase,710.0,0.575,0.935,0,0,Current,0,Low,26607.36,Pooja Sharma,46,Male,Indian,Data Analyst,Self Employed,Chennai,Delhi,Retail,Silver,Standard,Advisor D,2015-03-07,1696920.14,141410.01,1725952.73,82618.57,501910.47,187863.22,9887.99,0.053,75714.55,63332.73,2310481.77,1.362,46-55,High,11.4,Low,Good,45-60%,80-95%,False,0.56,0.0
LOAN007317,CUST07569,Home Loan,18000000.0,232,8.56,2024-07-04,Property,26658690.74,158956.29,Home Purchase,681.0,0.913,0.675,1,22,Current,0,Medium,1024257.28,Ishaan Sharma,44,Male,Indian,Teacher,Salaried,Pune,Maharashtra,Priority,Platinum,Standard,Advisor C,2016-10-02,2903243.96,241937.0,10377332.68,657360.72,3536980.25,717787.73,266196.27,0.371,34032.77,56979.24,14571673.65,5.019,36-45,High,9.8,Moderate,Good,>60%,60-80%,True,6.2,3428326.3499999996
LOAN007318,CUST10453,Business Loan,1137093.92,77,13.91,2023-02-26,Property,2045579.71,22405.48,Business Expansion,641.0,0.611,0.556,5,75,Restructured,0,Medium,109134.58,Kiara Bose,50,Female,Indian,Architect,Salaried,Delhi,Gujarat,Priority,Silver,Standard,Advisor A,2016-09-11,629141.24,52428.44,1090921.47,144144.33,334851.4,156955.77,25544.81,0.163,457442.67,3826.02,1569917.2,2.495,46-55,Lower Middle,9.9,Low,Fair,>60%,<=60%,True,1.81,0.0
LOAN007319,CUST13108,Home Loan,2153990.48,252,8.96,2021-06-19,Property,3015613.48,18997.65,Home Purchase,680.0,0.552,0.714,0,0,Current,0,Low,47130.74,Neha Khan,47,Male,Indian,Teacher,Self Employed,Bengaluru,Rajasthan,Retail,Silver,Standard,Advisor C,2001-06-26,690409.65,57534.14,805704.02,145093.54,216364.11,106962.06,6808.01,0.064,70301.44,12908.1,1167161.67,1.691,46-55,Lower Middle,25.1,Low,Good,45-60%,60-80%,False,3.12,986828.81
LOAN007320,CUST03839,Business Loan,1313088.35,75,12.89,2022-03-03,Property,2456410.64,25586.04,Business Expansion,638.0,0.782,0.535,2,38,Current,0,Medium,180204.29,Aarav Menon,51,Male,Indian,Accountant,Salaried,Hyderabad,Rajasthan,Priority,Jade,Standard,Advisor D,2013-03-01,1005286.04,83773.84,946384.51,165858.04,376699.93,368022.94,108159.51,0.294,549648.84,44512.07,1488942.48,1.481,46-55,Middle,13.4,Low,Fair,>60%,<=60%,True,1.31,0.0
LOAN007321,CUST11630,Personal Loan,261984.39,41,13.87,2025-01-01,Unsecured,0.0,8059.23,Personal Expense,685.0,0.275,,0,0,Current,0,Low,3988.48,Ayaan Roy,34,Male,European,Doctor,Salaried,Ahmedabad,Tamil Nadu,Private Banking,Platinum,Standard,Advisor C,2000-05-08,1116859.97,93071.66,3137439.57,270470.37,1302103.24,213662.01,65763.85,0.308,279004.22,10547.41,4710013.18,4.217,26-35,Middle,26.2,Moderate,Good,<=35%,,False,0.23,0.0
LOAN007322,CUST01832,Home Loan,2666512.23,237,8.29,2021-08-19,Property,5046228.76,22900.7,Home Purchase,646.0,0.573,0.528,3,60,Current,0,Medium,121592.11,Maya Coleman,42,Female,Indian,Operations Manager,Self Employed,Lucknow,Rajasthan,Priority,Gold,Standard,Advisor D,2015-05-26,861727.88,71810.66,1414301.78,82514.21,901681.71,166825.1,23641.27,0.142,199576.02,21403.61,2398497.7,2.783,36-45,Middle,11.2,Low,Fair,45-60%,<=60%,True,3.09,268014.5299999998
LOAN007323,CUST06027,Home Loan,4483805.53,229,9.07,2019-11-16,Property,4852227.64,41243.32,Home Purchase,716.0,0.471,0.924,0,0,Current,0,Low,93189.96,Krishna Sharma,32,Male,Indian,Business Owner,Business Owner,Ahmedabad,West Bengal,Retail,Gold,Premium,Advisor E,2021-03-17,1276249.33,106354.11,2375547.63,472690.61,1424387.4,290368.72,93495.41,0.322,151896.05,14223.55,4272625.64,3.348,26-35,Middle,5.4,Moderate,Good,45-60%,80-95%,False,3.51,211179.8900000006
LOAN007324,CUST00933,Home Loan,2148817.38,251,8.42,2019-01-17,Property,2621796.75,18229.43,Home Purchase,692.0,0.478,0.82,0,0,Current,0,Low,41660.34,Nisha Mehta,57,Female,American,Business Owner,Contract,Bengaluru,Uttar Pradesh,Retail,Jade,Standard,Advisor A,2020-11-21,759759.46,63313.29,1158692.31,147245.3,332270.63,235547.07,95633.95,0.406,351177.52,15000.39,1638208.24,2.156,56-65,Lower Middle,5.7,Moderate,Good,45-60%,80-95%,False,2.83,510609.1399999999
LOAN007325,CUST07247,Business Loan,5279786.04,96,12.17,2023-10-29,Business Asset,7558449.52,86305.45,Business Expansion,571.0,1.111,0.699,3,72,Restructured,0,High,1333808.88,Pooja Mehta,60,Male,European,Sales Manager,Self Employed,Mumbai,West Bengal,Priority,Jade,Standard,Advisor F,2009-10-11,1605043.05,133753.59,1774836.59,300136.98,583119.28,161636.08,16924.52,0.105,1255488.98,55658.9,2658092.85,1.656,56-65,High,16.8,Low,Poor,>60%,60-80%,True,3.29,2621693.19
LOAN007326,CUST13382,Auto Loan,1136962.25,61,9.97,2018-11-16,Vehicle,1834119.02,23834.81,Vehicle Purchase,717.0,0.247,0.62,0,0,Current,0,Low,9464.07,Meera Singh,60,Male,Asian,Doctor,Self Employed,Kolkata,Delhi,Retail,Gold,Premium,Advisor C,2010-08-14,1397116.71,116426.39,3404468.92,410156.75,1967640.62,306435.77,171972.21,0.561,58236.24,3568.68,5782266.29,4.139,56-65,Middle,15.9,Moderate,Good,<=35%,60-80%,False,0.81,0.0
LOAN007327,CUST01728,Personal Loan,201930.02,33,14.74,2021-09-30,Unsecured,0.0,7479.83,Personal Expense,650.0,0.535,,0,0,Current,0,Low,6542.84,Meera Iyer,57,Female,Indian,Operations Manager,Business Owner,Delhi,Delhi,Priority,Jade,Premium,Advisor F,2005-11-17,361402.87,30116.91,313592.71,27157.67,194100.69,56466.34,12900.02,0.228,556019.06,8546.42,534851.07,1.48,56-65,Low,20.7,Low,Fair,45-60%,,False,0.56,0.0
LOAN007328,CUST00230,Personal Loan,285712.45,42,13.65,2018-08-13,Unsecured,0.0,8594.46,Personal Expense,650.0,0.193,,0,0,Current,0,Low,3416.9,Arjun Mehta,31,Male,Indian,Government Officer,Business Owner,Bengaluru,Telangana,Retail,Gold,Premium,Advisor D,2008-09-23,815596.77,67966.4,955969.15,40043.12,560968.29,67078.14,21789.61,0.325,132053.37,10349.29,1556980.56,1.909,26-35,Middle,17.8,Moderate,Fair,<=35%,,False,0.35,0.0
LOAN007329,CUST09042,Auto Loan,427095.87,64,9.33,2022-05-17,Vehicle,678306.23,8496.22,Vehicle Purchase,655.0,0.278,0.63,0,0,Current,0,Low,3927.7,Aditya Chatterjee,57,Male,Indian,Operations Manager,Salaried,Delhi,Maharashtra,Retail,Silver,Standard,Advisor F,2010-02-23,813259.34,67771.61,1035939.01,77726.48,570287.21,204213.86,2584.95,0.013,95117.27,9927.88,1683952.7,2.071,56-65,Middle,16.4,Low,Fair,<=35%,60-80%,False,0.53,0.0
LOAN007330,CUST00442,Business Loan,1314975.12,81,13.48,2018-03-04,Business Asset,1724786.16,24809.95,Business Expansion,576.0,1.32,0.762,7,180,Defaulted,1,High,413962.96,Diya Gupta,44,Male,Indian,Doctor,Self Employed,Bengaluru,Maharashtra,Retail,Platinum,Standard,Advisor E,2008-03-11,449909.3,37492.44,1388901.07,193573.89,359659.12,119570.99,27872.77,0.233,188678.39,19251.1,1942134.08,4.317,36-45,Lower Middle,18.4,Low,Poor,>60%,60-80%,True,2.92,0.0
LOAN007331,CUST13472,Home Loan,10959246.66,238,8.07,2024-10-06,Property,16796484.2,92457.81,Home Purchase,615.0,1.084,0.652,5,120,Late,0,High,1780404.95,Krishna Brown,64,Male,American,Retired,Business Owner,Pune,West Bengal,Private Banking,Silver,Discounted,Advisor B,2019-05-01,1467174.98,122264.58,1296820.66,97654.54,413163.35,431667.23,209997.39,0.486,64218.12,37740.82,1807638.55,1.232,56-65,Middle,7.2,Moderate,Fair,>60%,60-80%,True,7.47,9151608.11
LOAN007332,CUST02282,Home Loan,4450212.66,250,8.42,2022-01-06,Property,7685412.04,37808.71,Home Purchase,722.0,0.36,0.579,0,0,Current,0,Low,49767.45,Nisha Rao,49,Female,Indian,Unknown,Salaried,Bengaluru,Rajasthan,Retail,Platinum,Standard,Advisor D,2004-04-07,1384596.43,115383.04,4214737.9,247551.35,1951277.76,308004.48,55476.07,0.18,81404.35,4378.53,6413567.01,4.632,46-55,Middle,22.3,Low,Good,35-45%,<=60%,False,3.21,0.0
LOAN007333,CUST04678,Auto Loan,772337.57,49,10.26,2021-06-26,Vehicle,1123537.16,19359.92,Vehicle Purchase,708.0,0.715,0.687,0,0,Current,0,Low,26094.67,Ira Iyer,43,Male,Indian,Architect,Salaried,Mumbai,Gujarat,Retail,Silver,Discounted,Advisor E,2013-07-01,1234551.3,102879.28,1099345.3,180702.67,515850.22,407622.74,68754.3,0.169,208692.83,58614.19,1795898.19,1.455,36-45,Middle,13.1,Low,Good,>60%,60-80%,False,0.63,0.0
LOAN007334,CUST04709,Auto Loan,207959.31,48,10.46,2024-01-27,Vehicle,398279.44,5320.44,Vehicle Purchase,697.0,0.339,0.522,0,0,Current,0,Low,2080.61,Nisha Mehta,58,Female,Indian,Government Officer,Salaried,Mumbai,West Bengal,Retail,Silver,Standard,Advisor E,2010-07-22,418831.2,34902.6,1017563.15,175308.32,445787.36,90698.26,18208.25,0.201,58209.55,9981.75,1638658.83,3.912,56-65,Lower Middle,16.0,Low,Good,<=35%,<=60%,False,0.5,0.0
LOAN007335,CUST01570,Home Loan,4122764.86,232,9.96,2024-04-21,Property,5999274.21,40113.72,Home Purchase,666.0,0.809,0.687,3,42,Current,0,Medium,179927.38,Sara Brown,56,Female,American,Data Analyst,Salaried,Ahmedabad,Gujarat,Retail,Jade,Standard,Advisor D,2005-03-11,670770.7,55897.56,1332438.52,92709.69,835194.16,224276.9,33526.46,0.149,105932.36,6780.88,2260342.37,3.37,56-65,Lower Middle,21.4,Low,Fair,>60%,60-80%,True,6.15,1862422.4899999998
LOAN007336,CUST06852,Business Loan,1222362.64,72,11.94,2021-06-01,Business Asset,1946543.96,23859.3,Business Expansion,631.0,0.924,0.628,3,33,Current,0,Medium,229482.36,Kiara Mehta,53,Female,Indian,Lawyer,Retired,Bengaluru,Maharashtra,Retail,Gold,Premium,Advisor A,2015-06-15,455401.78,37950.15,1121686.26,80291.15,330805.26,120361.65,30656.49,0.255,236336.06,10295.17,1532782.67,3.366,46-55,Lower Middle,11.1,Low,Fair,>60%,60-80%,True,2.68,0.0
LOAN007337,CUST05444,Personal Loan,645202.1,25,13.39,2018-12-22,Unsecured,0.0,29717.72,Personal Expense,627.0,0.415,,4,126,Defaulted,1,Medium,34754.18,Sai Khan,51,Female,Indian,Self Employed,Self Employed,Jaipur,Maharashtra,Private Banking,Silver,Premium,Advisor C,2022-06-30,1791350.25,149279.19,1771730.46,335056.98,767740.07,662149.39,151017.21,0.228,72350.65,28904.02,2874527.51,1.605,46-55,High,4.1,Low,Fair,35-45%,,True,0.36,0.0
LOAN007338,CUST08729,Auto Loan,219415.32,52,9.92,2023-08-27,Vehicle,294563.97,5208.37,Vehicle Purchase,654.0,0.543,0.745,1,15,Current,0,Medium,4803.42,Maya Kapoor,54,Male,Indian,Teacher,Self Employed,Hyderabad,Uttar Pradesh,Retail,Jade,Standard,Advisor E,2011-05-11,376119.22,31343.27,669794.2,116426.56,267251.3,127265.24,11542.87,0.091,87189.93,11523.99,1053472.06,2.801,46-55,Low,15.2,Low,Fair,45-60%,60-80%,True,0.58,0.0
LOAN007339,CUST11715,Business Loan,2103134.16,92,14.12,2025-09-15,Property,2389558.82,37545.54,Business Expansion,703.0,0.841,0.88,4,60,Current,0,Medium,214877.21,Rahul Bose,57,Male,Asian,Marketing Manager,Self Employed,Mumbai,Maharashtra,Priority,Silver,Standard,Advisor A,2004-04-22,1036439.96,86370.0,1846270.1,261448.44,1064362.16,150447.68,24201.45,0.161,4070405.59,42426.47,3172080.7,3.061,56-65,Middle,22.3,Low,Good,>60%,80-95%,True,2.03,0.0
LOAN007340,CUST13024,Home Loan,7984446.12,250,7.82,2022-03-24,Property,15359415.98,64807.64,Home Purchase,682.0,0.828,0.52,2,24,Current,0,Medium,320288.72,Arjun Wilson,49,Female,Indian,Data Analyst,Self Employed,Chennai,Delhi,Retail,Jade,Standard,Advisor E,2023-11-24,2243227.39,186935.62,3599862.65,434202.79,1071118.38,239318.84,93629.03,0.391,388126.85,79887.36,5105183.82,2.276,46-55,High,2.7,Moderate,Good,>60%,<=60%,True,3.56,2879262.3
LOAN007341,CUST01084,Business Loan,2240990.86,95,14.06,2021-12-25,Business Asset,2997733.95,39229.11,Business Expansion,706.0,0.703,0.748,1,8,Current,0,Medium,149338.1,Krishna Mehta,67,Male,Indian,Sales Manager,Salaried,Mumbai,Telangana,Priority,Gold,Premium,Advisor F,2004-06-22,680457.52,56704.79,881647.5,132736.19,367627.48,217462.67,10049.32,0.046,286693.59,4232.94,1382011.17,2.031,66+,Lower Middle,22.1,Low,Good,>60%,60-80%,True,3.29,858979.69
LOAN007342,CUST10895,Home Loan,2137253.81,232,10.22,2023-08-30,Property,2302143.5,21160.66,Home Purchase,588.0,0.565,0.928,7,180,Defaulted,1,High,130705.65,Neha Sharma,45,Male,Indian,Factory Supervisor,Salaried,Kolkata,Maharashtra,Private Banking,Gold,Standard,Advisor B,2010-03-22,874386.72,72865.56,1904030.71,292563.75,607617.43,65126.33,16230.28,0.249,55532.63,20927.26,2804211.89,3.207,36-45,Middle,16.3,Low,Fair,45-60%,80-95%,True,2.44,0.0
LOAN007343,CUST09796,Auto Loan,337171.67,60,10.62,2018-08-16,Vehicle,559343.15,7267.19,Vehicle Purchase,660.0,0.581,0.603,0,0,Current,0,Medium,7284.86,Kiara Menon,54,Female,Indian,Lawyer,Salaried,Lucknow,Uttar Pradesh,Private Banking,Silver,Standard,Advisor F,2018-05-18,858135.72,71511.31,1430404.53,247857.54,594780.01,248605.95,63496.52,0.255,404585.68,33994.77,2273042.08,2.649,46-55,Middle,8.2,Low,Fair,45-60%,60-80%,False,0.39,0.0
LOAN007344,CUST04532,Personal Loan,738915.83,39,14.96,2025-03-17,Unsecured,0.0,24039.81,Personal Expense,671.0,0.412,,0,0,Current,0,Low,22542.11,Krishna Roy,18,Male,American,Teacher,Self Employed,Kolkata,Karnataka,Retail,Gold,Premium,Advisor C,2019-09-03,1357539.68,113128.31,3586689.03,414661.52,1773882.93,244080.62,69069.54,0.283,380343.45,28753.89,5775233.48,4.254,18-25,Middle,6.9,Low,Good,35-45%,,False,0.54,0.0
LOAN007345,CUST01674,Education Loan,190150.13,64,11.15,2018-12-06,Fixed Deposit,247135.67,3954.93,Higher Education,687.0,0.574,0.769,0,0,Current,0,Low,4640.95,Vikram Brown,42,Male,Indian,Teacher,Business Owner,Jaipur,Uttar Pradesh,Retail,Silver,Premium,Advisor A,2008-06-22,359543.63,29961.97,819230.3,134954.57,430445.55,56783.66,8550.49,0.151,259477.6,15172.91,1384630.42,3.851,36-45,Low,18.1,Low,Good,45-60%,60-80%,False,0.53,0.0
LOAN007346,CUST07817,Home Loan,1991872.58,233,6.86,2022-11-04,Property,2314712.8,15491.42,Home Purchase,675.0,0.515,0.861,0,0,Current,0,Low,44443.39,Karan Brown,64,Male,Indian,Teacher,Retired,Jaipur,Maharashtra,Private Banking,Jade,Standard,Advisor F,2021-03-27,817967.97,68164.0,1327605.21,120325.86,602548.16,251291.62,74121.42,0.295,383719.06,25664.08,2050479.23,2.507,56-65,Middle,5.3,Low,Good,45-60%,80-95%,False,2.44,0.0
LOAN007347,CUST05626,Auto Loan,734154.78,56,7.83,2025-04-11,Vehicle,941593.32,15692.88,Vehicle Purchase,703.0,0.552,0.78,1,12,Current,0,Medium,16984.26,Ananya Mehta,63,Female,Indian,Retired,Self Employed,Chennai,Delhi,Private Banking,Jade,Standard,Advisor B,2004-04-04,1003850.55,83654.21,981811.65,40001.38,540833.97,110625.47,2748.51,0.025,167012.98,34702.39,1562647.0,1.557,56-65,Middle,22.3,Low,Good,45-60%,60-80%,True,0.73,0.0
LOAN007348,CUST05818,Home Loan,2949292.13,243,10.4,2019-02-12,Property,5391483.54,29139.88,Home Purchase,577.0,0.955,0.547,9,180,Defaulted,1,High,347283.12,Vikram Verma,46,Female,Indian,Self Employed,Salaried,Bengaluru,Delhi,Retail,Platinum,Standard,Advisor D,2015-02-02,597678.14,49806.51,2275034.5,426633.76,720710.39,124222.16,51582.27,0.415,41142.6,17600.64,3422378.65,5.726,46-55,Lower Middle,11.5,Moderate,Poor,>60%,<=60%,True,4.93,0.0
LOAN007349,CUST03698,Home Loan,2241724.5,240,9.44,2022-11-12,Property,2679322.93,20808.06,Home Purchase,623.0,0.765,0.837,4,141,Defaulted,1,High,209353.14,Maya Rao,46,Female,Indian,Doctor,Salaried,Ahmedabad,Gujarat,Retail,Gold,Standard,Advisor E,2020-04-30,717127.14,59760.6,1436696.27,117042.04,549784.27,76008.27,21168.08,0.278,227383.08,24355.06,2103522.58,2.933,46-55,Lower Middle,6.2,Low,Fair,>60%,80-95%,True,3.13,138201.91999999993
LOAN007350,CUST01775,Business Loan,3224725.34,86,10.71,2023-01-23,Property,6418134.33,53869.35,Business Expansion,733.0,0.702,0.502,0,0,Current,0,Low,177477.05,Shawn Mehta,50,Male,Indian,Retired,Business Owner,Lucknow,Maharashtra,Private Banking,Silver,Premium,Advisor A,2018-04-22,1545523.02,128793.58,2885576.05,409774.83,1668070.08,278176.58,22533.09,0.081,131166.7,35808.36,4963420.96,3.211,46-55,High,8.3,Low,Good,>60%,<=60%,False,2.09,0.0
LOAN007351,CUST10972,Business Loan,768511.14,73,12.41,2020-09-24,Property,1323639.99,15048.56,Business Expansion,658.0,0.619,0.581,0,0,Paid Off,0,Medium,36151.3,Riya Das,49,Male,Asian,Nurse,Self Employed,Mumbai,Uttar Pradesh,Priority,Jade,Standard,Advisor A,2022-07-08,768204.51,64017.04,730011.81,143305.26,209965.91,203119.94,59737.26,0.294,5636304.93,27782.32,1083282.98,1.41,46-55,Lower Middle,4.0,Low,Fair,>60%,<=60%,False,1.0,0.0
LOAN007352,CUST00171,Auto Loan,312696.86,60,9.87,2019-03-01,Vehicle,592526.67,6623.9,Vehicle Purchase,682.0,0.497,0.528,0,0,Current,0,Low,4978.12,Arjun Verma,58,Male,European,Operations Manager,Retired,Hyderabad,Maharashtra,Retail,Silver,Standard,Advisor B,2002-03-24,669393.17,55782.76,1047200.11,188181.66,356943.6,146645.22,19751.7,0.135,594846.03,26369.51,1592325.37,2.379,56-65,Lower Middle,24.3,Low,Good,45-60%,<=60%,False,0.47,0.0
